Genome	D300242.digesta_deep Covered Bases	D300243.digesta_deep Covered Bases	D300244.digesta_deep Covered Bases	D300245.digesta_deep Covered Bases	D300246.digesta_deep Covered Bases	D300247.digesta_deep Covered Bases	D300248.digesta_deep Covered Bases	D300249.digesta_deep Covered Bases	D300250.digesta_deep Covered Bases	D300251.digesta_deep Covered Bases	D300252.digesta_deep Covered Bases	D300253.digesta_deep Covered Bases	D300254.digesta_deep Covered Bases	D300255.digesta_deep Covered Bases	D300256.digesta_deep Covered Bases	D300257.digesta_deep Covered Bases	D300258.digesta_deep Covered Bases	D300259.digesta_deep Covered Bases	D300260.digesta_deep Covered Bases	D300261.digesta_deep Covered Bases	D300262.digesta_deep Covered Bases	D300263.digesta_deep Covered Bases	D300264.digesta_deep Covered Bases	D300265.digesta_deep Covered Bases	D300271.faeces_shallow Covered Bases	D300272.faeces_shallow Covered Bases	D300273.faeces_shallow Covered Bases	D300274.faeces_shallow Covered Bases	D300275.faeces_shallow Covered Bases	D300276.faeces_shallow Covered Bases	D300277.faeces_shallow Covered Bases	D300278.faeces_shallow Covered Bases	D300279.faeces_shallow Covered Bases	D300280.faeces_shallow Covered Bases	D300281.faeces_shallow Covered Bases	D300282.faeces_shallow Covered Bases	D300283.faeces_shallow Covered Bases	D300284.faeces_shallow Covered Bases	D300285.faeces_shallow Covered Bases	D300286.faeces_shallow Covered Bases	D300287.faeces_shallow Covered Bases	D300288.faeces_shallow Covered Bases	D300289.faeces_shallow Covered Bases	D300290.faeces_shallow Covered Bases	D300291.faeces_shallow Covered Bases	D300292.faeces_shallow Covered Bases	D300293.faeces_shallow Covered Bases	D300294.faeces_shallow Covered Bases	D300295.faeces_shallow Covered Bases	D300296.faeces_shallow Covered Bases	D300297.faeces_shallow Covered Bases	D300298.faeces_shallow Covered Bases	D300299.faeces_shallow Covered Bases	D300300.faeces_shallow Covered Bases	D300301.faeces_shallow Covered Bases	D300302.faeces_shallow Covered Bases	D300303.faeces_shallow Covered Bases	D300304.faeces_shallow Covered Bases	D300305.faeces_shallow Covered Bases	D300306.faeces_shallow Covered Bases	D300307.faeces_shallow Covered Bases	D300308.faeces_shallow Covered Bases	D300309.faeces_shallow Covered Bases	D300310.faeces_shallow Covered Bases	D300311.faeces_shallow Covered Bases	D300312.faeces_shallow Covered Bases	D300313.faeces_shallow Covered Bases	D300314.faeces_shallow Covered Bases	D300315.faeces_shallow Covered Bases	D300316.faeces_shallow Covered Bases	D300317.faeces_shallow Covered Bases	D300318.faeces_shallow Covered Bases	D300319.faeces_shallow Covered Bases	D300320.faeces_shallow Covered Bases	D300321.faeces_shallow Covered Bases	D300322.faeces_shallow Covered Bases	D300323.faeces_shallow Covered Bases	D300324.faeces_shallow Covered Bases	D300325.faeces_shallow Covered Bases	D300326.faeces_shallow Covered Bases	D300327.faeces_shallow Covered Bases	D300328.faeces_shallow Covered Bases	D300329.faeces_shallow Covered Bases	D300330.faeces_shallow Covered Bases	D300331.faeces_shallow Covered Bases	D300332.faeces_shallow Covered Bases	D300333.faeces_shallow Covered Bases	D300334.faeces_shallow Covered Bases	D300335.faeces_shallow Covered Bases	D300336.faeces_shallow Covered Bases	D300337.faeces_shallow Covered Bases	D300338.faeces_shallow Covered Bases	D300339.faeces_shallow Covered Bases	D300340.faeces_shallow Covered Bases	D300341.faeces_shallow Covered Bases	D300342.faeces_shallow Covered Bases	D300343.faeces_shallow Covered Bases	D300344.faeces_shallow Covered Bases	D300345.faeces_shallow Covered Bases	D300346.faeces_shallow Covered Bases	D300347.faeces_shallow Covered Bases	D300348.faeces_shallow Covered Bases	D300349.faeces_shallow Covered Bases	D300350.faeces_shallow Covered Bases	D300351.faeces_shallow Covered Bases	D300352.faeces_shallow Covered Bases	D300353.faeces_shallow Covered Bases	D300354.faeces_shallow Covered Bases	D300355.faeces_shallow Covered Bases	D300356.faeces_shallow Covered Bases	D300357.faeces_shallow Covered Bases	D300358.faeces_shallow Covered Bases	D300359.faeces_shallow Covered Bases	D300360.faeces_shallow Covered Bases	D300361.faeces_shallow Covered Bases	D300362.faeces_shallow Covered Bases	D300363.faeces_shallow Covered Bases	D300364.faeces_shallow Covered Bases	D300365.faeces_shallow Covered Bases	D300366.faeces_shallow Covered Bases	D300367.faeces_shallow Covered Bases	D300368.faeces_shallow Covered Bases	D300369.faeces_shallow Covered Bases	D300370.faeces_shallow Covered Bases	D300371.faeces_shallow Covered Bases	D300372.faeces_shallow Covered Bases	D300373.faeces_shallow Covered Bases	D300374.faeces_shallow Covered Bases	D300375.faeces_shallow Covered Bases	D300376.faeces_shallow Covered Bases	D300377.faeces_shallow Covered Bases	D300378.faeces_shallow Covered Bases	D300379.faeces_shallow Covered Bases	D300380.faeces_shallow Covered Bases	D300381.faeces_shallow Covered Bases	D300382.faeces_shallow Covered Bases	D300383.faeces_shallow Covered Bases	D300384.faeces_shallow Covered Bases	D300385.faeces_shallow Covered Bases	D300386.faeces_shallow Covered Bases	D300387.faeces_shallow Covered Bases	D300388.faeces_shallow Covered Bases	D300389.faeces_shallow Covered Bases	D300390.faeces_shallow Covered Bases	D300391.faeces_shallow Covered Bases	D300392.faeces_shallow Covered Bases	D300393.faeces_shallow Covered Bases
D300258:bin_000001	1922600	1065239	1941727	2051158	2003425	2086908	1856152	1818941	1202013	1658115	2063968	1597118	2001510	1525231	2045976	248370	2122645	1018699	300539	2060835	2029676	825048	1973878	1813160	1185513	0	1185290	0	110797	0	51091	15548	190482	3002	8954	27650	3076	655112	12671	1817307	384237	135992	73873	72072	240710	14015	55592	85048	568063	745853	10065	362065	894573	740336	749546	639447	356997	51265	743437	1328753	1036889	657281	57349	261104	958438	739029	77101	1173122	718564	458309	51565	622248	67537	1045112	698309	421585	753948	378125	11471	733510	416432	25971	195139	310397	595067	316130	445823	332692	1339395	312301	96050	212876	110027	3869	540003	455396	13063	174199	48593	699548	469914	139028	139464	243744	384688	115016	947507	254718	191700	682	806192	442940	457097	859489	850340	47895	538721	497664	811330	47770	483941	270583	9755	53397	368463	649016	20999	489277	87651	146081	47172	635882	717785	619041	81197	135750	98532	398838	341997	223880	298663	665129	10290	402058	62054	4448	695
D300258:bin_000002	2006005	1996038	1980862	1985674	1664700	845797	1986714	783773	890932	880829	1683082	1850301	1444157	1361767	1983505	1800007	2038917	1835584	1988807	1359354	1958947	2019934	575596	1900183	1890312	0	2907	0	18551	0	9959	3765	944693	1005	2187	3169	27318	193274	194025	1144	10380	12425	2141	7651	18376	1067434	3734	17649	3200	30184	2822	84982	60594	27930	192217	6831	1600756	8833	81197	15667	35433	597975	133819	231608	706444	1859953	98707	19506	142351	14901	229193	769969	26612	5491	42674	5879	64877	147036	41550	585481	31996	36770	365214	142938	384509	210302	40067	10026	1337224	1400218	99546	206423	1590920	8094	97880	11687	1952	482559	22622	6424	4993	420612	2602	1477488	4585	604166	178572	8776	301935	2549	28451	47431	17107	88840	287413	5097	75542	1125920	42833	611502	63955	28653	335699	369202	92216	391930	229894	397085	383918	124640	161614	7021	240970	33676	97333	29581	71495	1011960	643426	17908	41962	163487	1794615	29062	5669	0	0
D300258:bin_000012	2260026	2075449	2151324	2229159	2069631	2271364	2258167	2133979	1537247	2264346	2238295	2202994	2214150	2100256	2247881	2189006	2306026	1481096	1431268	2252925	2270504	2132142	2164374	2166850	2120746	0	918998	0	1505497	0	1282888	176552	1089586	21816	1455485	1354031	237848	818983	624854	1010447	1357256	899958	1442760	1483292	1850793	802037	186839	1233395	699125	1084391	742417	755318	1499910	1936991	719605	1099374	1780139	1749600	1223035	1369708	1317745	1461418	203689	1507808	860483	530941	940052	481818	523481	1520506	674221	1171109	626926	1247430	1150988	1316426	1165290	796263	686486	1331524	701799	1444383	1473992	645517	947277	626938	1384654	806720	1496071	664774	711113	914257	957384	290441	647855	473030	160627	503492	598977	1137153	911390	810498	347576	836674	981560	477713	889642	1451621	1535091	125866	976213	1059043	870429	1443474	882145	1136152	830520	1147673	869369	314198	1083461	527295	720591	201912	632789	610801	511393	643345	833539	857396	746574	1049989	985213	1408071	650049	852914	1131911	1463618	916060	729751	779255	631413	505735	457453	772915	752	3412
D300258:bin_000017	2277416	2413967	1703702	1799779	2441265	2351975	2440509	2025713	1345896	2368540	1354898	1350147	1309742	777872	2342938	2230422	2576944	1455853	1528936	2451780	1628003	2199965	514395	2045628	345887	0	12920	0	5249	0	11291	6022	998993	10919	15200	9912	337581	1468310	629185	13368	978217	45640	11555	331632	306622	479664	15829	48897	166393	1070003	12533	1231291	30378	144262	931357	593287	2349130	18549	907039	1888278	2068754	999123	690339	271332	1316677	86402	1325985	1404918	583376	17722	94954	1075692	956124	8168	84497	1124537	1195193	1360973	1139190	611441	342918	845303	1243533	495069	1372531	1100525	362280	121600	774503	354860	615908	818701	635933	118321	1047711	136899	12600	567533	100488	647455	1215310	597873	263113	619480	222879	1120290	413437	6289	584724	183344	572455	906800	102424	910796	228546	491376	385161	1213784	414776	344166	252963	794481	204448	73618	1411616	1235518	88533	471567	427640	140160	332376	1703516	1588689	432598	595171	2240306	216023	762120	992937	392040	613662	374179	207171	1530609	16362	1270	2593
D300258:bin_000023	2723766	2720648	2738591	2718898	2712701	2735430	2717707	2733139	2724206	2734710	2746817	2752302	2728065	2708367	2629183	2725900	2885042	2734646	2714390	2785615	2729357	2100671	256755	2765249	2679878	182	61375	0	88022	0	39381	22266	1532783	21541	56482	34830	1347568	1843881	453760	48969	475755	51601	56718	40543	80441	1507139	61565	39760	799025	685259	61707	204902	150069	137922	83514	181571	1704240	74812	1831363	598569	1677118	857108	2477418	297970	2135912	91061	1737936	98253	358023	54783	1135432	1891210	2313755	54310	112872	82795	831151	1334998	1673897	119644	1667630	739868	2322253	1769197	2261550	107329	1244115	226837	106852	1062964	1853195	1329004	2044857	103602	1632965	78095	25534	1544863	82091	554995	587856	222351	1388528	213241	105803	135128	1737309	55334	1220758	558745	473851	574428	193630	808905	1435711	386124	1807409	1592120	1603393	43673	131805	750224	1726299	1934421	1297111	157231	2022426	849412	245010	359465	1758913	487354	467676	201868	50784	960765	648821	621830	677602	1498568	457690	1563826	1406866	336185	32902	1790	2741
D300258:bin_000031	1358108	518450	400260	344384	1352152	1232574	274342	417389	1147383	1278814	1317863	1312990	263118	501241	1365806	525052	1403311	1321758	1335175	1327123	337137	301236	263993	1354787	1349413	0	4694	0	20084	0	23658	5090	328164	1785	22348	58902	188003	659112	672184	2573	731336	33384	28913	71806	35832	792616	11214	38921	6810	12324	1724	40218	40605	56792	10501	197587	144804	29002	65694	75471	50960	979900	241772	94751	817224	59037	412806	35440	35140	38098	99234	93516	698738	7748	19794	13668	80089	513472	401922	670726	430497	86488	140801	57309	619697	547863	75856	27344	571711	669281	107868	87897	307506	127441	252770	11531	15760	448697	16447	20499	18593	166034	37372	71079	38186	75062	1155500	28272	55200	31973	46002	643077	35190	822364	417004	11266	32774	727643	49827	28155	38798	52632	529057	119399	769928	483256	396354	343095	55411	59666	335792	31015	39584	64092	133501	82279	58441	66086	82756	50309	223233	242504	415394	22927	14272	955	957
D300258:bin_000034	2350442	2341169	2352361	2350483	1131518	2351455	2342083	2338076	2339932	2310886	2354253	2338197	2355545	2344404	2189138	2352933	2371457	2291998	851631	2231346	2346085	2324314	2327494	1982900	140003	0	614446	0	57757	0	97545	75426	123496	40428	1082342	66647	40161	1276053	68048	457788	79009	616521	567378	253111	599615	57454	324871	449831	328025	1830219	36567	1910089	1535968	2135374	1089224	1351827	1645234	804898	1861311	1736500	1564916	891612	333338	1668328	946733	1547739	729061	476720	414254	703787	731428	1509518	153162	214722	1480289	1726139	1678160	1947153	78852	1632969	433326	814840	1926578	1776788	237239	723990	1879370	396796	128541	234313	1501231	692419	456578	2205025	1326158	942692	15418	190966	981845	1442574	1185887	303678	408697	609354	1244358	877121	665465	71948	2030006	20875	1520158	764620	1021306	301406	1377555	438642	1473757	59685	1453784	795660	1622626	654126	84186	135605	77362	728914	137789	695085	1004423	1957828	797200	1161489	1602974	1238682	401996	1398494	734286	2096376	564076	1059578	792245	419593	48137	1419383	1032254	4756	4606
D300258:bin_000053	564971	600331	445720	598986	647743	1066660	536300	552430	592141	833800	558335	509808	497065	555929	988351	485765	2934721	769445	301775	1109318	1885576	1781887	153944	554778	600796	76	18369	0	5899	0	20784	11820	180274	25306	30843	35034	212871	96311	109501	41484	23732	29963	30712	21931	42435	122874	20984	31940	72805	184651	17795	56101	60632	34603	61131	56588	229597	38383	130446	248148	123240	398896	197193	79456	156570	90453	103751	64565	142600	19536	119832	159081	109805	18246	27136	38694	84403	135017	194636	87530	391429	58927	116701	126781	157106	82673	157303	31299	216850	274879	55442	120886	333058	16030	107749	29025	22159	153829	21684	48546	125646	131893	16686	86664	42367	78523	184539	19306	274222	7878	61757	85749	24183	405343	147320	28674	129608	177318	84618	40500	34086	58967	213284	28100	214863	121572	183673	112716	49459	41395	46426	45707	78184	96237	32622	102334	71456	250121	75881	129234	193127	186416	63872	63844	31831	600	0
D300259:bin_000002	2467642	2547264	2514402	2379748	2544241	2331796	2493519	2463191	2548493	2411948	2421428	2461180	2482903	2536805	2393186	2491392	2454986	2549239	2494300	2545085	2465406	2531493	2422893	2526846	2411439	0	1405368	0	384137	0	1523830	73660	1991797	46457	67236	48192	232131	2021979	1310777	577799	1665473	597207	152324	81898	444421	1840883	2168346	46576	625962	1937802	245222	2300586	2080311	1236786	2330175	1582143	2356836	163873	1218859	1068667	1798788	440466	866198	2289289	1107906	558147	1700693	1902851	2027488	606900	1585963	1941983	1666402	265697	1727808	859307	663395	317604	1536756	1102371	1663844	1441519	2239172	962725	2152046	1728830	1370215	1063919	2310974	1552622	1949629	1696670	2188747	928989	741499	1537066	36505	232620	220895	639062	512713	1356669	1605316	2195863	1523808	419050	1523403	1576537	606106	31494	1572506	490362	988902	1943944	1074685	172393	293830	2227218	1499372	172295	2051631	2206247	1299635	823889	797153	1853893	1016004	332599	2131351	1726102	2188885	125545	946029	2361290	1361044	1495893	2144044	563332	1971031	1218421	170444	2081297	1297775	515081	21893	10471	7007
D300259:bin_000015	1616860	1294788	1584277	1473225	1677574	1661172	1036058	835808	1545120	1654965	1663396	1685067	1497827	1596685	1644531	1413801	1654837	1693020	1677293	1685844	1617264	1498504	100576	1551865	1681418	0	19128	0	52525	0	15793	698	996009	1232	16047	7016	961463	760803	795026	2098	706014	23682	34955	9708	182531	1293545	60716	712794	1564871	783074	1179	230835	292153	181766	145916	51210	1141600	69972	452223	1443429	571963	824410	485332	805990	510527	274786	425646	352782	642968	33694	235651	343216	889611	475822	350380	569127	411334	566328	807015	1385572	1050125	230032	461722	267671	961971	876615	821538	143735	1194579	1059696	469683	420470	896881	79178	410621	54266	583	950903	210683	445290	781781	338322	1490609	388978	215122	204718	1302741	94445	243379	204370	324497	637108	53628	863483	742422	147157	379776	709452	738098	381343	463382	294438	1031264	287938	701416	383790	874558	669054	425486	529493	664658	633576	205823	439179	87969	301352	119156	757609	124792	425219	630402	510681	1298909	320665	228386	0	439
D300259:bin_000026	3107392	3080371	3104715	3032948	3102345	3054795	3097093	3106456	3108093	3109467	3100932	3107530	3067996	3104776	3102952	2618381	3107717	3110539	3108696	3105931	3098856	3103860	2939002	3098950	2421914	0	245351	0	219084	202	113711	23387	2632819	36140	192238	142484	1030340	1959589	2136443	145652	494763	168822	197902	206224	302473	2826300	74597	339875	1548484	1161235	310742	1175512	619895	857971	916434	402122	2122357	279455	1930130	2974176	2902773	1941847	2947200	1260205	1670701	394323	2127330	755418	696579	215330	695743	2056168	2390901	222046	310032	468376	1539350	1036092	1409372	900484	1630144	625800	1988640	1437554	2230496	746077	1322691	514458	1371123	1249488	2306646	1670986	1819863	949060	1287683	366622	81550	1298156	369811	482141	2122622	2197633	620162	1059653	380759	1053350	1493077	255852	1438392	486683	608210	2550321	228852	1843347	1494643	1214425	1170152	790957	1567484	448732	1190897	1472818	2030902	2700057	1629371	2064609	2662054	2522142	673016	1162888	1607836	758217	830884	511001	544949	833692	1381162	1933161	1661493	1672696	871331	1859859	2273438	2489176	211503	4244	417
D300260:bin_000003	472210	796126	691124	174107	2741392	133556	845337	641058	2734257	2740237	143170	1759131	128266	286613	1761846	152851	2716237	2741138	2742957	2561490	141444	371168	114232	2726886	2724532	0	345157	0	46874	0	25731	40022	2391144	1375262	39327	22627	1946415	49823	2031117	103460	44702	37321	24062	20344	93129	2117698	85575	43731	1410419	282925	213307	366748	388546	302893	74808	85306	89618	395908	61579	1054980	987940	159721	1270829	59742	787939	33532	53802	49792	253568	86891	1195733	78516	174232	33314	26704	376401	99565	43761	68049	79547	76831	225532	1920686	39397	2327965	1052681	71091	35105	73456	561169	83426	575113	336641	35992	58535	37920	17429	1872622	22800	44780	200735	45732	51257	73646	34437	37259	579083	42980	43652	962915	34423	2513521	21337	337219	50625	47269	611530	63497	46245	28394	32220	187818	2494866	1313132	1737938	177919	2177160	90244	262160	39790	953228	43373	63559	44473	44661	613755	162369	50620	382592	47325	40487	55078	2050218	101904	290887	1079	3559
D300260:bin_000005	86295	145094	279363	181654	182815	1193175	256903	812335	497111	93062	87321	329002	71984	1264068	687846	259360	67685	640923	1653142	190138	148798	33797	1623225	109619	40677	0	8143	0	5843	0	14083	2770	27091	5697	6658	5755	6297	24011	441052	9496	30895	23170	5367	81019	8301	18617	11049	18264	18500	20458	18640	15861	12510	59663	197857	6252	20863	8217	23018	581186	77149	20505	9392	53981	35813	10741	8903	653840	39969	28511	60181	49199	11638	12371	100759	44572	117985	49686	15398	57290	21619	102394	70952	11346	109502	126149	13207	1217573	16280	12845	12673	482935	30357	7153	30094	295930	124838	43507	2954	70910	15806	59344	75187	12129	13309	19342	15147	15214	10585	26277	140705	49610	11828	22005	33476	26232	9813	324567	8973	21553	12860	9083	60150	8338	8208	16958	126243	77956	22736	26681	153187	16970	86348	13731	87603	13998	38660	26769	8987	18907	25800	30428	17794	15211	16554	0	3423
D300260:bin_000014	2462659	2328590	2446967	2368592	2446351	2449487	2421330	2320730	2440844	2469766	2277544	2434266	2381682	2421567	2472113	2300469	2398348	2453083	2492358	2451482	2315010	2289252	1932057	2463004	2401922	0	19611	0	15153	0	15990	11295	1400323	10108	12456	13062	1362374	1367796	1589428	27044	2030209	627284	17369	1284980	83074	891984	15026	36959	209902	119812	33902	338335	69882	167849	40810	173102	811305	46688	1251834	1731184	872936	1344710	1902671	1570704	1627211	1047638	1671474	1599786	746387	57168	362768	639319	1558530	21514	25102	522030	1266757	1552594	1412838	2283262	1136786	1513963	1132611	697158	1466632	1987024	946287	780444	1753322	668684	806864	531921	1712261	235039	1941526	101249	7691	1453773	337723	1063114	42109	1102624	1105081	754086	1081554	923988	1498516	34244	722246	152043	878615	1140833	588572	1830394	1677623	41857	616765	1784899	631954	395553	682311	565234	314869	274591	1424736	1333218	1201131	1675018	645604	918431	573469	516750	749959	866771	961995	928408	362090	1590072	984754	1152605	1421799	879828	557213	609302	18786	983	0
D300260:bin_000023	2298591	2347493	2359758	2357725	2377556	2302861	2272471	2370125	2352385	2373430	2341476	2378939	2004322	2191246	2360772	2046506	2311010	2366074	2386243	2357147	2364018	2295164	1403090	2364917	2332869	0	520314	0	705749	0	141017	16091	846606	13614	16238	29520	711569	542061	592662	271006	220591	28076	27420	46739	197055	963280	515365	73341	838699	553057	93352	537754	687736	390366	368306	588531	1356239	148165	842721	1513410	1322221	842774	1318665	984376	228492	271715	246743	534724	190508	125728	587443	334697	826206	162337	523564	429431	418941	396855	362492	583855	412867	607518	902869	350789	897032	265642	786096	201942	692514	419356	610641	457554	1313333	100680	191589	492509	173212	437505	114398	725946	719681	452809	999051	652512	65290	384979	380585	280750	872158	217436	313956	1317378	67445	879175	629319	486427	377547	983902	467237	110629	138157	181220	823278	577497	540769	867805	845327	449488	206933	270825	668177	347474	504359	329291	224574	372583	521525	479958	409988	643146	227567	369152	891515	212671	199602	246	896
D300261:bin_000003	1575809	2495462	2504366	2124692	2499402	2488225	2409209	2504288	2503408	2507106	2044098	2510033	2421076	2504330	2459624	2357037	2474638	2512077	2483770	2517293	1346689	2507083	273734	2413494	2506343	0	65240	0	168347	0	23337	25645	789297	30123	32671	30135	636775	877672	1518414	47676	263592	23403	30840	32660	49186	1658618	38659	30344	202481	109338	74148	259425	93661	82884	59108	100380	683021	64574	1144346	107096	92312	1004120	424867	316020	1037986	234587	1022663	47805	84530	43479	836391	635527	1639071	58268	44175	53997	576119	515339	1087854	1096866	2021911	69615	1166584	118590	601960	545482	348941	97559	1273997	1410837	934860	599593	1752292	67243	940871	54889	37647	760868	43185	55516	95140	564484	79801	960850	45941	397396	1318393	67409	99038	1493259	521421	439407	32139	519493	903972	62044	545922	2068462	538730	130125	258194	391441	2333306	1643533	689422	414211	608719	887229	367172	924144	1463278	64930	198294	309030	35557	84561	690381	452472	565275	242340	306920	1070905	132373	1623584	21413	148	2435
D300261:bin_000005	2553100	2529403	2513055	2497526	2590109	2521063	2293692	2434666	2571015	2543650	2532230	2560699	2541194	2538001	2543648	2349183	2550720	2554375	2569653	2595542	2334413	2533998	151619	2564781	2570822	0	538652	0	125677	106	42836	11820	2267294	5511	27137	12717	1901434	1595611	2069183	11488	1163840	9506	21307	4523	126168	2088261	10893	14559	1981462	317056	11978	234518	935384	121170	40357	178353	1241684	386773	1215650	131639	948832	2049198	2140634	130826	1893917	23742	1805172	7247	828233	100172	1226511	1012548	1553426	93134	6328	11740	633290	1075915	1855876	1684904	1805684	241067	1821471	898531	2141955	1300513	1348303	98344	2189312	1966952	1469259	1356904	2028718	332307	1502533	8453	3045	1752922	42642	29737	1003578	1528210	527253	1324876	27087	842030	1703465	41232	227988	987301	164883	1522151	15833	2190502	1824988	15449	1353498	2049087	1537322	616840	335321	796469	2083439	1810861	2122190	1423436	1721891	1764049	279217	812824	1307220	19412	180446	367455	92425	28321	586378	858380	1231525	614351	1446977	1486177	2217201	1747440	12606	991	220
D300262:bin_000009	14896	44286	60775	89140	867	40003	132957	47033	29485	12987	31418	49249	50729	57605	24628	52443	38031	8085	884	20789	1536209	70565	710017	1685	563	0	905	0	9344	0	1036	230	1101	150	2408	2291	258	2632	539	477	430	131472	1399	14739	4488	3576	6161	1913	642	4340	5286	3271	4400	8236	16869	4067	5490	18146	12675	4440	24512	2184	1551	42573	3220	5393	4609	19158	640	98112	1824	4451	1982	1907	15098	1806	17958	1434	1705	1997	707	6263	7499	2422	1765	3757	16450	1954	399	0	3989	8341	991	3999	3065	70876	1259	868	3110	5368	648	3467	687	4730	68440	11280	1806	1275	2141	173	2512	1513	30650	1980	2591	576	7127	3373	3427	319876	53314	2149	197	0	296	2543	240	1689	4299	1934	2272	4235	3698	1908	147341	5998	2039	90285	921	2341	1630	1538	334	5732	884	0	0
D300262:bin_000012	400146	2503363	512369	538690	193479	500571	2921920	573504	217789	297824	427355	342637	1004014	349028	324743	538151	409473	186110	155227	243885	3004946	2410732	766519	179800	180679	0	69242	0	18829	0	39116	29789	74888	40920	65607	67590	56930	155703	65738	60389	35899	145292	56129	84997	151891	62474	77397	42810	75697	64125	32924	104960	130262	70226	119472	207078	994490	50065	276491	149895	480282	118552	101670	244847	135280	141140	181175	306333	148251	46527	74833	434221	109384	28515	94432	145982	154750	103777	68252	102744	64867	270564	387922	342129	112043	76184	186229	104951	88497	59955	57822	105870	95138	31525	88515	59136	37355	78645	72728	83559	92279	63572	24860	97635	130662	112564	99314	27969	1547009	14476	112200	125989	80644	109356	142052	48336	261882	102344	95497	131237	133127	69697	81994	33188	87725	85582	55987	85867	52636	46583	51755	69064	574871	834636	60871	112191	213595	267614	80543	149459	163778	55186	45243	85171	41419	592	1241
D300262:bin_000022	2055288	2144325	2071690	1718359	1460566	2129420	2089398	2059870	1273163	2081867	1948483	1699931	1970087	1881085	2010638	2061977	2146110	1387322	1270097	2045684	2162760	1703417	842927	1306502	1725866	0	86863	0	25467	0	87605	282297	627669	957666	438738	1190733	392368	726467	447493	1415203	217416	35333	524332	7525	1007152	441114	237373	76166	1343567	133222	51001	498684	812206	259213	1308214	2020149	1556192	295581	946710	1304004	329578	978495	693408	1146907	630649	131449	476406	1232836	37744	19740	115333	618776	430084	31193	23271	9654	653368	230595	434176	176086	378243	292459	601923	440690	1045260	397859	697222	255796	566837	474448	406957	418518	631621	79106	250018	146826	214768	618271	129443	322917	375049	450956	51327	324396	79968	476518	387739	367289	1036776	84353	221476	843879	35428	457428	475505	223891	392864	621447	445901	210278	332059	582112	774241	296255	367314	823669	652516	563410	203822	426385	262349	26081	654201	362752	289737	323331	247828	415148	367638	457872	533120	443732	122129	635471	311780	1370	2501
D300262:bin_000032	1063539	956757	970634	499933	1340679	353018	1449559	1614599	1424336	1373099	933475	1132006	261091	1174640	769247	222464	1647261	421850	621861	1536696	1798678	815674	252588	606426	1150314	0	964328	0	47889	0	55883	1348680	238578	1371652	749835	65116	20688	214448	191570	44087	61769	62928	1272131	188720	761122	192722	989242	127366	722045	898388	1459189	239320	364890	1397406	689689	60230	290077	1376353	757712	285856	627791	429556	476890	384609	54864	800875	61692	1149211	374451	147253	521209	144936	308138	1000643	228036	578447	279956	115327	82005	195976	141284	97605	401226	76966	489391	299912	185949	59467	549291	227224	252892	138773	188789	193994	183741	310366	1503056	124797	172359	709423	114204	162773	449825	77831	69200	187153	287507	606555	56941	13306	61856	440371	93694	431100	49494	724979	422871	543264	81444	100608	60132	136410	298331	278777	411248	387465	273552	169331	301270	116542	110836	276069	66429	110700	447449	238968	106724	60769	45832	145348	81050	64852	298124	45653	372048	0	84966
D300262:bin_000035	710687	965102	788036	218795	665632	942137	303161	116957	105281	958986	972985	1013596	940633	422946	912132	202469	957508	555252	516853	884667	1057496	494216	618519	143408	115051	0	139	0	28383	0	9837	119	42708	0	4451	3389	1452	120832	3820	150	40054	4068	6919	2368	6298	52900	2729	3131	232	782	0	153228	1947	7396	150	3493	34638	3318	163326	897	6095	370401	15656	15756	123002	11042	144024	3399	4269	7608	19580	33740	11432	1795	731	538	171531	475612	3376	572644	38851	9959	20824	138973	42967	282071	50119	7719	705676	226213	130992	23135	61739	2417	150895	521	300	22423	2834	1809	10041	83466	3618	40133	5950	15935	20749	2010	163117	7581	17681	156687	78213	117323	353906	1906	51373	110943	10531	2604	57189	4134	38271	427	5479	14877	36272	129771	17017	138057	7229	3778	23837	91892	36117	18337	4976	14750	23471	17074	204409	73912	5299	1299	1249	0	94
D300262:bin_000042	2711148	2716470	2710929	2700876	2713888	2702880	2651207	2698575	2712929	2715481	2710768	2718126	2713558	2712368	2711402	2695985	2717325	2717896	2710719	2708279	2730747	2714715	2430432	2711221	2629428	0	1162764	0	141629	0	32293	111926	1607774	18929	30879	51190	1160685	1374883	1048190	517494	162062	29567	42008	93538	136101	1453414	229928	471557	1807552	2285857	112442	815765	1308842	259243	661951	403286	1307713	172002	1334833	2163781	1631260	1555599	1699241	708079	1256056	419993	1169281	421989	992170	49411	875568	918164	1185111	90926	157362	586609	845280	928835	1459227	526814	1803039	651545	1389210	708772	2055959	931105	1314712	202450	929604	960255	1310128	1118307	1062593	161099	1057890	281572	123671	1127823	126725	400950	863058	889358	914883	1000867	372519	625368	1677420	181329	392818	384329	303211	1752973	82712	1710482	1551830	794872	1136745	1470026	949647	538802	343849	332742	1341297	824792	1532555	1010920	1057669	1553460	374215	464761	1687830	1118311	294963	565644	313863	1417794	920153	1011838	653051	453196	945112	1121582	1059380	777060	197917	5926	1971
